,id,nct_id,outcome_type,measure,time_frame,population,description
5280,272980216,NCT02727816,primary,Post-blink Movement - Pair Two,Baseline,,"Post-blink movement for filcon IV I (BC 8.7) / ocufilcon D (pair two) is assessed. (0-5 Likert scale, 0=Insufficient, unacceptable movement, 4=Excessive, unacceptable movement)."
5281,274185745,NCT01077466,secondary,Timed 25-foot Walk (T25FW),Baseline to week 60,,
5282,273141599,NCT04958707,secondary,Perceived social support of the caregivers,"9 months. It will be evaluated at baseline, post-intervention and 3-month post intervention",,"The participant will be evaluated by the Multidimensional perceived social support scale (MSPSS) which includes 12 items. Each item is scored from 1 (very strongly disagree) to 7 (very strongly agree), based on a 7-point Likert scale. The minimum score is 12 and the maximum score is 84. Higher scores indicate higher degrees of perceived social support"
5283,273438429,NCT00458874,secondary,C-reactive protein,"Baseline, Week 12",,
5284,273148696,NCT01771835,primary,Quantification of retinal venous pressure (RVP),30 minutes,,
5285,272220246,NCT05527743,secondary,Change in Sensitivity (Semmes-Weinstein Monofilament Test),Baseline; 1 month follow-up; 6 month follow-up,,"Stimulation by means of pressure filaments, seeking to detect the sensitive threshold by means of 1 second pressures, the necessary pressure will be applied to cause a slight deformation of the filament. The lightest filament detected (50) will be recorded."
5286,272423928,NCT03160430,secondary,"Change in apolipoprotein A1 (apoA-I), HDL-C, LDL-C, apolipoprotein B (apoB), and triglycerides",6 weeks,,"Change in apoA-I, HDL-C, LDL-C, apoB, and triglycerides at the end of the RVX000222 treatment period relative to the end of the placebo period"
5287,272600531,NCT03083730,secondary,PBMC activation markers,12 weeks,,Change from baseline in PBMC activation markers in the peripheral blood of Atopic Dermatitis patients treated with NBUVB
5288,273502137,NCT05657496,secondary,"Difference in concentration of IL-4 anti-inflammatory biomarker from baseline in the collected specimens after intraarticular knee injection of PRP at 1 month, and possibly 3 and 6 months timeframes",12 months,,
5289,272188283,NCT03224923,secondary,ADP-induced Aggregation (AU) as a continuous variable,1 month,,"Platelet function as measured by Multiplate analyzer

an AU of < 19 is associated with increased bleeding risk"
5290,273580062,NCT02071901,secondary,Time to Initiation of Post-remission Therapy,Up to 12 weeks,,The average number of days from the the beginning of treatment to the onset of post-remission therapy as summarized using the Kaplan-Meier method and calculated using the logrank test and proportional hazards models.
5291,273485975,NCT05259189,primary,Number of participants with treatment-related adverse events as assessed by CTCAE v5.0,Up to Day 113 from screening,,"Number of participants with treatment-related adverse events will be assessed by CTCAE v5.0. The AEs will be summarized according to the system organ class (SOC) and preferred term (PT), including the number and percentage of participants who had AEs."
5292,271686396,NCT03701100,secondary,Changes from baseline results of Wisconsin Card Sorting Test (WCST) at the timepoint immediately after tDCS and at one month after tDCS.,One month.,,"A neuropsychological test of ""set-shifting"", i.e. the ability to display flexibility in the face of changing schedules of reinforcement."
5293,273253010,NCT03959579,secondary,Sensitivity,15 years,,Sensitivity of Cardiac Ultrasound to Diagnose Acute Heart Releases in the 1st Group
5294,272004717,NCT02621151,secondary,Metastasis-free survival,up to 5 years,,Defined as time to the development of radiographic distant metastases from beginning of protocol therapy.
5295,273003917,NCT05589363,secondary,Worst pain at rest at 6 hours post-extubation,6 hours post-extubation,,Pain intensity as measured on Numeric Pain Rating Scale (NRS-11) at 6 hours post-extubation. The NRS-11 ranges from '0' (no pain) to '10' (worst pain imaginable).
5296,272105441,NCT05557526,secondary,Inflammatory markers from blood samples,3 months,,"Inflammatory markers (including IFN-gamma, TNF-alpha TGF-beta, IL-1beta, IL-4, IL-6, IL-8, IL-10, IL-1, CRP, MPO, NGF, S100B, ANP, FABP4) in blood samples measured via enzyme-linked immunosorbent assays will be compared between groups and between time points (before versus 3 months after ablation)"
5297,271387425,NCT05165082,secondary,Pain visual analogue scale,"Evaluated at baseline, week 2, 4, 6 and 8 after the initiation of intervention",,"Patients rate their severity of pain on a scale of 0 to 10, with 0 for no pain, 5 for moderate pain, and 10 for the worst pain ever experienced."
5298,271635696,NCT03041727,secondary,shoulder' function,"A month later the last treatment, as follow up",,Constant Morley Scale
5299,272259542,NCT02353351,secondary,"Ratio of Defect Size (Diameter) to Septal Length (< 0.5:1, ≥ 0.5:1)",1 year,,
5300,273139913,NCT05880199,secondary,Quality of Life - PROMIS-25 Instrument,30 minutes before the meal and 4 hours after having meal.,,"Quality of life will additionally be measured by the participant's completion of the Patient-Reported Outcomes Measurement Information System (PROMIS-25) pediatric profile instrument. The PROMIS-25 is a set of measures from 7 PROMIS domains that evaluate and monitor physical, mental, and social health. This instrument scores questions with a scale from 1 to 5."
5301,273982406,NCT04549103,primary,Change in Falls Efficacy Scale-International (FES-I),"Baseline, and after 16-weeks of intervention",,"The Falls Efficacy Scale-International (FES-I) is a short, easy to administer tool that measures the fear of falling in older population during social and physical activities inside and outside the home. The level of concern is measured on a four point Likert scale (1=not at all concerned to 4=very concerned). The 16-item FES-I is a well validated and feasible measure to assess fear of falling in older persons, and predicts future risks of falls."
5302,272715732,NCT05519670,secondary,adverse events,6 months,,incidence of adverse events
5303,272650098,NCT01414413,primary,ART Initiation,First six months following introduction of home-based HIV testing,,"Comparison between study arms of the proportion of all resident adults (per capita, and irrespective of HIV status or participation in home-based HIV testing intervention) who initiate ART during the first 6 months of the home-based HIV-testing intervention."
5304,272894955,NCT04812847,secondary,Risk factors for the occurrence of Gram-negative MDR infections.,"Through study completion, an average of three months",,"To establish correlations and measure risk factors (Relative risks) between Gram-negative infection with MDR organisms and concurrent illness and treatments offered in the special care nursery (medical [antibiotics, non-steroid anti-inflammatory drugs, steroids, others], surgical, and clinical procedures) in neonates under special care. This will be attained with a cohorts study approach."
5305,273852489,NCT02792894,secondary,Inventory of Stigmatizing Experiences (Family version),Baseline (Pre treatment) and follow up (6 months post-intervention),,"Interview-based measure of the extent of stigma faced by family. Seven items, each item is rated on a 5-point Likert scale (1 = never to 5 = always). The responses are recoded into a binary variable with 1 reflecting presence of stigma and 0 reflecting absence of stigma. Scores are summed across all items with a maximum score of 7, with lower scores indicating relatively less stigma."
5306,273254821,NCT04845165,secondary,11BHSD1 expression in subcutaneous adipose tissue in patients,Baseline,,
5307,274040860,NCT00797394,secondary,Change in health related quality of life between baseline and after 30 or 90 days of follow-up,"30 days ±7 days , 90 days ±7 days",,
5308,271515679,NCT03527056,secondary,Proportion of participants with CRE infection at day 10 (+/-3 days) and month 1 (+/-5 days) after FMT,1 month,,"CRE infection will be defined as an associated bacteremia, urinary tract infection, wound-related infection or other clinical infection deemed to be CRE associated at the discretion of the treating physician."
5309,273056632,NCT01504191,secondary,Change to Follow-up in Anxiety (difference between the intervention and the control group),"At baseline, after (3 months after baseline) and 7 months after treatment",,Hospital Anxiety and Depression Scale (HADS) - anxiety ratings
5310,273972024,NCT05683743,secondary,the amount of gastric residual volume,"Through study completion, an avarage of five months",,the amount of gastric residual volume in ml/cc
5311,272856952,NCT05165810,secondary,Number of participants who adhere to their ART medication refills,Measured up to 18 months after phase 1 randomization,,"To determine whether same-day ART, community HIV adherence support, or enhanced care increases indices of the care continuum among HIV-positive PWID, relative to their control conditions."
